CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Salary,City,CIBIL,Risk
0_to_200,39,outstanding_credit,other,3922,500_to_1000,greater_7,5,female,none,4,unknown,43,none,own,1,skilled,1,none,yes,4950,Non-Metro,713,Risk
less_0,19,credits_paid_to_date,repairs,705,less_100,4_to_7,3,male,none,2,car_other,45,stores,rent,1,skilled,1,none,yes,5450,Metro,813,No Risk
0_to_200,21,credits_paid_to_date,radio_tv,5140,less_100,1_to_4,2,male,none,2,savings_insurance,34,none,free,1,skilled,1,none,yes,4708,Non-Metro,855,Risk
no_checking,29,prior_payments_delayed,radio_tv,5566,unknown,greater_7,5,male,co-applicant,4,car_other,49,none,own,2,skilled,1,yes,yes,4144,Non-Metro,734,Risk
0_to_200,12,credits_paid_to_date,car_used,250,greater_1000,1_to_4,2,female,none,2,real_estate,24,bank,rent,1,unemployed,1,none,yes,6072,Metro,853,No Risk
0_to_200,25,credits_paid_to_date,retraining,7412,500_to_1000,1_to_4,4,female,none,4,savings_insurance,33,none,own,2,skilled,1,none,yes,3690,Non-Metro,722,Risk
greater_200,23,credits_paid_to_date,retraining,4710,less_100,4_to_7,3,male,none,3,car_other,28,none,own,1,skilled,1,yes,yes,4384,Non-Metro,727,Risk
less_0,36,credits_paid_to_date,radio_tv,1332,greater_1000,less_1,3,male,none,3,real_estate,21,none,own,1,skilled,1,none,yes,5474,Non-Metro,802,No Risk
less_0,9,all_credits_paid_back,car_used,250,less_100,unemployed,1,male,none,1,real_estate,22,stores,rent,1,skilled,1,none,yes,6810,Metro,881,No Risk
0_to_200,26,credits_paid_to_date,car_used,5826,less_100,4_to_7,3,male,none,4,car_other,34,none,own,1,skilled,1,yes,yes,6398,Non-Metro,810,No Risk
less_0,12,prior_payments_delayed,car_new,250,greater_1000,4_to_7,1,female,co-applicant,2,real_estate,25,stores,rent,1,unskilled,1,yes,yes,7992,Metro,864,No Risk
no_checking,38,prior_payments_delayed,repairs,9849,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,49,stores,free,2,unskilled,2,yes,yes,7059,Metro,731,No Risk
0_to_200,12,credits_paid_to_date,car_new,3838,less_100,less_1,2,female,none,1,real_estate,20,none,own,1,skilled,1,none,yes,4102,Metro,822,No Risk
0_to_200,23,credits_paid_to_date,retraining,4881,less_100,4_to_7,3,female,none,1,car_other,48,none,own,1,skilled,1,none,yes,7526,Metro,836,No Risk
greater_200,6,prior_payments_delayed,vacation,6442,less_100,4_to_7,3,male,none,4,savings_insurance,36,none,own,1,management_self-employed,1,yes,yes,5918,Metro,749,No Risk
less_0,24,prior_payments_delayed,car_used,3614,less_100,greater_7,4,female,none,3,savings_insurance,35,none,own,1,skilled,2,yes,yes,7519,Metro,871,No Risk
no_checking,8,prior_payments_delayed,radio_tv,6144,500_to_1000,4_to_7,4,male,none,3,car_other,40,stores,own,1,unskilled,1,none,yes,5928,Non-Metro,710,No Risk
less_0,20,prior_payments_delayed,radio_tv,2424,greater_1000,1_to_4,3,male,none,2,savings_insurance,30,none,own,2,skilled,1,none,yes,7671,Metro,877,No Risk
less_0,4,credits_paid_to_date,education,2439,less_100,unemployed,2,male,none,2,savings_insurance,28,none,own,1,management_self-employed,1,none,yes,7336,Metro,700,No Risk
less_0,9,all_credits_paid_back,car_used,4292,less_100,1_to_4,3,female,none,1,car_other,34,none,rent,2,skilled,1,none,yes,3797,Non-Metro,701,Risk
0_to_200,5,all_credits_paid_back,car_new,250,less_100,unemployed,2,male,none,3,real_estate,31,none,own,1,skilled,1,none,yes,6828,Metro,814,No Risk
no_checking,46,outstanding_credit,appliances,5644,500_to_1000,4_to_7,4,female,none,3,car_other,41,none,own,2,skilled,1,yes,yes,3295,Non-Metro,718,Risk
less_0,25,credits_paid_to_date,appliances,250,500_to_1000,4_to_7,2,male,none,2,savings_insurance,29,stores,own,1,skilled,1,yes,yes,6983,Non-Metro,821,No Risk
no_checking,39,outstanding_credit,other,7688,unknown,4_to_7,5,male,guarantor,5,unknown,62,none,free,2,skilled,1,yes,no,4026,Non-Metro,726,Risk
0_to_200,4,all_credits_paid_back,car_used,250,less_100,1_to_4,2,male,none,3,real_estate,31,none,own,1,skilled,1,none,yes,4529,Metro,841,No Risk
0_to_200,16,credits_paid_to_date,repairs,5990,100_to_500,unemployed,3,female,none,1,real_estate,29,none,own,1,skilled,1,none,yes,6447,Metro,821,No Risk
no_checking,26,all_credits_paid_back,radio_tv,3777,less_100,4_to_7,3,female,none,3,real_estate,44,none,own,1,skilled,1,none,yes,7971,Metro,743,No Risk
0_to_200,27,outstanding_credit,business,7115,500_to_1000,greater_7,3,male,none,3,unknown,42,none,own,2,skilled,1,yes,yes,5668,Non-Metro,804,No Risk
less_0,14,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,7320,Non-Metro,896,No Risk
0_to_200,25,credits_paid_to_date,retraining,2450,less_100,less_1,2,male,none,1,savings_insurance,29,none,own,1,skilled,1,none,yes,5476,Metro,870,No Risk
no_checking,31,outstanding_credit,repairs,4427,greater_1000,greater_7,4,male,co-applicant,5,unknown,49,none,free,2,skilled,2,yes,yes,4494,Non-Metro,721,Risk
no_checking,26,prior_payments_delayed,radio_tv,4449,100_to_500,1_to_4,3,male,none,4,unknown,43,stores,own,2,unskilled,2,yes,yes,4873,Non-Metro,743,Risk
0_to_200,4,no_credits,car_new,250,less_100,1_to_4,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,5534,Metro,828,No Risk
0_to_200,35,prior_payments_delayed,car_used,3346,100_to_500,1_to_4,4,female,none,4,savings_insurance,40,bank,own,2,unemployed,1,none,yes,6176,Metro,896,No Risk
0_to_200,16,credits_paid_to_date,furniture,250,less_100,less_1,2,female,none,1,real_estate,19,none,own,1,skilled,1,none,yes,6893,Metro,717,No Risk
less_0,17,credits_paid_to_date,car_new,2050,less_100,1_to_4,2,female,co-applicant,3,real_estate,29,stores,own,1,skilled,1,none,yes,4703,Non-Metro,860,Risk
no_checking,21,credits_paid_to_date,radio_tv,3997,greater_1000,1_to_4,4,male,none,3,car_other,34,none,own,1,skilled,1,none,yes,7877,Metro,891,No Risk
0_to_200,20,credits_paid_to_date,car_used,2454,less_100,1_to_4,2,male,none,3,savings_insurance,37,none,own,2,skilled,1,yes,yes,3412,Non-Metro,730,Risk
no_checking,35,prior_payments_delayed,appliances,6638,greater_1000,1_to_4,4,male,none,3,savings_insurance,48,none,own,2,skilled,1,none,yes,5512,Non-Metro,704,Risk
less_0,8,prior_payments_delayed,furniture,1006,less_100,unemployed,1,female,none,2,real_estate,27,none,rent,1,skilled,1,none,yes,5892,Metro,729,No Risk
0_to_200,12,credits_paid_to_date,car_new,2416,less_100,less_1,2,female,none,2,real_estate,29,none,rent,1,skilled,1,none,yes,6145,Non-Metro,863,No Risk
no_checking,27,credits_paid_to_date,furniture,3878,greater_1000,1_to_4,3,male,none,2,real_estate,48,stores,own,2,unskilled,1,yes,yes,4126,Metro,704,Risk
less_0,6,all_credits_paid_back,car_new,250,100_to_500,unemployed,1,female,none,1,savings_insurance,21,stores,rent,1,skilled,1,none,yes,5796,Non-Metro,824,No Risk
no_checking,41,outstanding_credit,repairs,9528,greater_1000,1_to_4,4,female,co-applicant,5,car_other,41,none,free,2,management_self-employed,1,yes,yes,4219,Metro,710,Risk
less_0,12,all_credits_paid_back,furniture,2848,less_100,unemployed,1,female,none,1,car_other,22,bank,rent,1,unemployed,1,none,yes,5766,Non-Metro,847,No Risk
no_checking,34,prior_payments_delayed,furniture,4765,500_to_1000,greater_7,5,male,none,5,savings_insurance,49,none,free,2,management_self-employed,2,yes,yes,3743,Non-Metro,743,Risk
no_checking,12,credits_paid_to_date,furniture,1934,500_to_1000,1_to_4,3,male,none,2,real_estate,35,none,own,1,management_self-employed,2,none,yes,6376,Metro,810,No Risk
0_to_200,30,credits_paid_to_date,furniture,3454,greater_1000,greater_7,3,male,none,2,savings_insurance,33,stores,own,2,unskilled,1,none,yes,3243,Non-Metro,704,Risk
0_to_200,4,all_credits_paid_back,radio_tv,2561,less_100,unemployed,2,female,none,2,real_estate,29,none,own,1,management_self-employed,1,none,yes,4223,Metro,846,No Risk
greater_200,25,credits_paid_to_date,radio_tv,3493,greater_1000,4_to_7,3,female,none,4,car_other,45,none,own,2,skilled,1,yes,yes,3446,Metro,716,Risk
less_0,4,no_credits,car_new,250,less_100,unemployed,1,female,co-applicant,1,real_estate,26,none,own,1,skilled,1,none,yes,6089,Metro,807,No Risk
no_checking,26,prior_payments_delayed,radio_tv,6955,100_to_500,less_1,3,female,none,3,savings_insurance,46,none,own,1,management_self-employed,1,yes,yes,6835,Non-Metro,704,Risk
no_checking,16,outstanding_credit,radio_tv,4029,unknown,4_to_7,3,male,none,3,car_other,50,bank,own,2,unemployed,1,yes,yes,3681,Non-Metro,851,No Risk
no_checking,31,prior_payments_delayed,retraining,5316,100_to_500,4_to_7,4,female,none,4,car_other,40,stores,own,1,skilled,1,yes,yes,5161,Non-Metro,712,Risk
no_checking,14,credits_paid_to_date,car_used,3162,500_to_1000,4_to_7,3,male,none,3,car_other,33,bank,own,2,unskilled,2,yes,no,5710,Metro,821,No Risk
greater_200,40,outstanding_credit,appliances,4817,500_to_1000,greater_7,5,male,none,5,car_other,49,none,free,2,skilled,1,yes,yes,4779,Non-Metro,724,Risk
less_0,19,credits_paid_to_date,repairs,250,less_100,less_1,1,female,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,6531,Metro,885,No Risk
less_0,17,credits_paid_to_date,car_used,1537,less_100,less_1,2,female,none,1,savings_insurance,24,stores,own,1,skilled,1,none,yes,7399,Metro,828,No Risk
no_checking,25,prior_payments_delayed,car_used,1500,unknown,4_to_7,4,male,none,4,real_estate,32,stores,own,1,unskilled,1,none,yes,7299,Metro,896,No Risk
no_checking,24,outstanding_credit,car_used,4545,500_to_1000,4_to_7,4,male,none,5,car_other,42,none,own,1,management_self-employed,1,yes,no,4938,Metro,897,No Risk
less_0,4,no_credits,car_new,250,less_100,less_1,1,male,none,2,real_estate,22,none,rent,1,skilled,1,none,yes,3667,Metro,873,No Risk
less_0,14,prior_payments_delayed,car_used,1369,less_100,1_to_4,3,male,none,2,savings_insurance,36,none,own,1,skilled,1,yes,yes,5650,Non-Metro,855,No Risk
less_0,35,credits_paid_to_date,car_used,250,greater_1000,less_1,1,female,none,1,savings_insurance,19,stores,rent,1,unskilled,1,none,yes,6374,Non-Metro,717,No Risk
less_0,13,all_credits_paid_back,car_new,766,100_to_500,less_1,1,female,none,1,savings_insurance,36,stores,own,2,skilled,1,none,yes,4738,Non-Metro,745,Risk
less_0,19,credits_paid_to_date,car_new,250,less_100,less_1,2,female,none,3,savings_insurance,28,none,own,1,skilled,1,yes,yes,5012,Metro,708,No Risk
no_checking,45,outstanding_credit,repairs,6603,500_to_1000,greater_7,5,male,co-applicant,4,car_other,52,none,free,3,skilled,2,yes,yes,4632,Non-Metro,733,Risk
no_checking,12,credits_paid_to_date,furniture,5743,100_to_500,1_to_4,4,male,none,2,savings_insurance,48,none,own,2,management_self-employed,2,yes,yes,7424,Metro,877,No Risk
0_to_200,17,prior_payments_delayed,car_used,2436,100_to_500,4_to_7,3,female,none,2,savings_insurance,34,none,own,1,skilled,1,yes,yes,7818,Metro,865,No Risk
less_0,11,all_credits_paid_back,car_new,259,less_100,4_to_7,3,male,none,2,real_estate,19,none,own,1,skilled,1,none,yes,6485,Metro,831,No Risk
no_checking,47,outstanding_credit,repairs,8728,unknown,greater_7,6,male,co-applicant,4,car_other,64,none,own,3,skilled,2,yes,yes,4652,Metro,700,Risk
0_to_200,6,prior_payments_delayed,radio_tv,297,100_to_500,1_to_4,2,male,none,2,savings_insurance,47,none,own,2,skilled,1,yes,yes,7754,Metro,864,No Risk
no_checking,32,credits_paid_to_date,radio_tv,5572,100_to_500,greater_7,5,female,none,4,car_other,46,none,free,2,skilled,1,yes,yes,3815,Non-Metro,719,Risk
greater_200,17,prior_payments_delayed,vacation,4191,greater_1000,greater_7,4,male,guarantor,3,savings_insurance,46,none,own,1,skilled,1,yes,yes,5868,Metro,749,No Risk
no_checking,42,outstanding_credit,other,8123,greater_1000,4_to_7,4,male,co-applicant,5,car_other,43,stores,own,2,unskilled,1,yes,yes,7899,Metro,802,No Risk
0_to_200,6,credits_paid_to_date,furniture,250,less_100,1_to_4,3,female,none,3,real_estate,27,none,own,1,skilled,1,none,yes,6904,Non-Metro,800,No Risk
0_to_200,25,credits_paid_to_date,furniture,3908,less_100,1_to_4,2,male,none,3,savings_insurance,36,bank,own,1,unskilled,2,yes,yes,6141,Non-Metro,722,No Risk
no_checking,24,prior_payments_delayed,car_used,1637,100_to_500,1_to_4,3,male,none,4,real_estate,33,none,rent,1,management_self-employed,1,yes,yes,6893,Metro,849,No Risk
no_checking,27,outstanding_credit,radio_tv,6911,500_to_1000,1_to_4,4,female,none,3,unknown,54,none,own,2,management_self-employed,1,yes,yes,4719,Non-Metro,714,Risk
0_to_200,20,credits_paid_to_date,retraining,3694,less_100,1_to_4,4,male,co-applicant,2,car_other,20,none,own,1,skilled,1,none,yes,5031,Metro,893,No Risk
less_0,9,all_credits_paid_back,car_new,250,less_100,unemployed,2,female,none,3,real_estate,22,none,rent,1,skilled,1,none,yes,5536,Metro,800,No Risk
no_checking,36,outstanding_credit,furniture,6641,greater_1000,4_to_7,3,male,co-applicant,4,unknown,38,none,own,1,skilled,1,yes,yes,3654,Non-Metro,734,Risk
0_to_200,14,all_credits_paid_back,car_new,1755,500_to_1000,1_to_4,3,female,none,1,real_estate,30,none,own,1,skilled,1,none,yes,7415,Metro,835,No Risk
0_to_200,8,all_credits_paid_back,car_used,3046,less_100,less_1,1,female,none,1,savings_insurance,19,none,own,1,skilled,1,none,yes,5278,Metro,827,No Risk
0_to_200,24,outstanding_credit,car_used,5118,500_to_1000,4_to_7,4,male,none,4,savings_insurance,41,none,free,2,skilled,1,yes,yes,6593,Metro,843,No Risk
no_checking,33,prior_payments_delayed,retraining,5899,100_to_500,4_to_7,4,male,none,3,savings_insurance,36,none,free,2,management_self-employed,1,yes,yes,7715,Metro,863,No Risk
0_to_200,18,credits_paid_to_date,car_new,1410,500_to_1000,less_1,2,male,none,3,car_other,34,none,rent,1,skilled,1,none,yes,4182,Non-Metro,728,Risk
no_checking,8,prior_payments_delayed,radio_tv,1160,100_to_500,4_to_7,3,male,none,3,savings_insurance,42,none,own,1,management_self-employed,1,yes,yes,3042,Metro,720,Risk
no_checking,33,outstanding_credit,appliances,8276,500_to_1000,greater_7,5,male,co-applicant,4,car_other,46,none,free,2,skilled,1,yes,yes,4363,Non-Metro,702,Risk
greater_200,27,outstanding_credit,appliances,4126,500_to_1000,1_to_4,4,female,none,3,car_other,35,none,own,1,skilled,1,none,yes,5340,Metro,832,No Risk
less_0,25,credits_paid_to_date,radio_tv,3143,less_100,1_to_4,3,female,none,1,car_other,35,stores,own,1,skilled,1,none,yes,5349,Metro,862,No Risk
no_checking,23,outstanding_credit,car_used,1976,unknown,4_to_7,4,male,none,3,savings_insurance,37,stores,own,2,unskilled,2,yes,yes,3387,Metro,836,No Risk
0_to_200,17,prior_payments_delayed,appliances,1981,less_100,1_to_4,3,male,none,1,car_other,39,stores,own,1,skilled,1,none,yes,7624,Non-Metro,832,No Risk
no_checking,54,outstanding_credit,education,3972,unknown,greater_7,4,female,co-applicant,4,savings_insurance,41,none,own,2,skilled,2,yes,yes,4835,Non-Metro,717,Risk
no_checking,32,prior_payments_delayed,radio_tv,6315,100_to_500,greater_7,4,male,co-applicant,5,unknown,63,none,free,3,skilled,2,yes,yes,3119,Non-Metro,711,Risk
0_to_200,30,credits_paid_to_date,furniture,250,100_to_500,4_to_7,3,male,none,2,real_estate,19,none,own,1,skilled,1,none,yes,7755,Non-Metro,888,Risk
less_0,11,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,2,savings_insurance,25,stores,rent,1,skilled,1,none,yes,6974,Non-Metro,841,No Risk
no_checking,11,outstanding_credit,furniture,3203,100_to_500,1_to_4,2,male,none,4,car_other,43,stores,own,1,unskilled,2,yes,yes,3488,Non-Metro,873,No Risk
no_checking,38,prior_payments_delayed,other,5588,greater_1000,1_to_4,4,male,none,4,savings_insurance,43,stores,own,2,unskilled,1,yes,yes,3796,Non-Metro,877,Risk
no_checking,8,prior_payments_delayed,car_new,2539,greater_1000,1_to_4,2,male,none,4,car_other,34,none,own,1,management_self-employed,1,yes,yes,5655,Metro,891,No Risk
no_checking,26,outstanding_credit,vacation,6184,500_to_1000,4_to_7,4,female,none,3,car_other,46,none,own,2,skilled,1,yes,yes,3079,Non-Metro,809,Risk
less_0,20,prior_payments_delayed,furniture,1699,100_to_500,1_to_4,3,male,none,3,car_other,27,none,own,2,skilled,1,none,yes,7137,Metro,727,No Risk
greater_200,31,prior_payments_delayed,appliances,3836,100_to_500,1_to_4,3,male,none,3,savings_insurance,35,none,own,1,skilled,1,yes,yes,3390,Non-Metro,700,Risk
0_to_200,10,prior_payments_delayed,car_new,1797,greater_1000,4_to_7,3,male,none,3,savings_insurance,28,none,own,1,skilled,1,none,yes,3762,Non-Metro,831,No Risk
less_0,22,credits_paid_to_date,car_new,1552,less_100,4_to_7,2,female,none,1,real_estate,27,stores,own,1,skilled,1,none,yes,7698,Metro,852,No Risk
less_0,4,no_credits,car_new,250,less_100,less_1,1,male,none,1,real_estate,27,stores,rent,1,skilled,1,none,yes,6195,Metro,859,No Risk
less_0,15,prior_payments_delayed,radio_tv,2299,100_to_500,less_1,2,male,none,3,savings_insurance,26,stores,rent,1,skilled,1,none,yes,5827,Non-Metro,848,No Risk
0_to_200,11,credits_paid_to_date,car_new,786,less_100,unemployed,2,female,none,2,real_estate,19,stores,rent,1,unskilled,1,none,yes,7431,Non-Metro,855,No Risk
greater_200,24,outstanding_credit,education,8247,100_to_500,greater_7,4,female,none,4,unknown,52,none,free,2,skilled,1,yes,yes,6730,Metro,743,Risk
less_0,12,all_credits_paid_back,appliances,2148,less_100,4_to_7,3,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,7246,Metro,712,No Risk
less_0,28,outstanding_credit,appliances,2277,greater_1000,4_to_7,2,male,none,3,savings_insurance,30,stores,own,2,unskilled,1,none,yes,7758,Non-Metro,872,No Risk
less_0,29,outstanding_credit,radio_tv,250,100_to_500,1_to_4,3,male,none,2,car_other,19,bank,rent,1,unemployed,1,none,yes,7724,Metro,818,No Risk
less_0,15,prior_payments_delayed,car_new,1749,less_100,1_to_4,2,female,none,2,car_other,38,stores,own,1,skilled,1,none,yes,6886,Metro,880,No Risk
0_to_200,41,outstanding_credit,furniture,1025,500_to_1000,1_to_4,3,male,none,3,savings_insurance,19,none,rent,1,skilled,1,yes,yes,5593,Metro,840,No Risk
no_checking,33,outstanding_credit,vacation,8185,500_to_1000,greater_7,4,male,co-applicant,4,unknown,53,none,free,3,skilled,1,yes,yes,3239,Non-Metro,702,Risk
0_to_200,12,credits_paid_to_date,car_used,1827,less_100,4_to_7,3,male,co-applicant,2,savings_insurance,44,none,own,1,skilled,1,none,yes,7695,Non-Metro,716,No Risk
no_checking,26,all_credits_paid_back,radio_tv,3705,less_100,1_to_4,3,female,none,4,car_other,41,bank,own,1,unemployed,1,yes,yes,5654,Non-Metro,702,No Risk
no_checking,32,prior_payments_delayed,car_used,5305,500_to_1000,4_to_7,4,male,guarantor,5,car_other,45,none,free,1,skilled,1,yes,yes,4621,Metro,870,Risk
no_checking,37,prior_payments_delayed,repairs,5751,500_to_1000,4_to_7,3,male,none,5,car_other,47,none,free,2,management_self-employed,1,yes,yes,3048,Non-Metro,718,Risk
no_checking,8,credits_paid_to_date,furniture,1475,less_100,1_to_4,3,male,none,3,real_estate,39,none,own,1,skilled,1,yes,yes,7340,Metro,733,No Risk
less_0,15,credits_paid_to_date,furniture,250,less_100,1_to_4,3,female,none,2,savings_insurance,30,bank,rent,1,unemployed,1,none,yes,7324,Metro,812,No Risk
less_0,15,credits_paid_to_date,car_new,1696,less_100,4_to_7,2,female,none,3,savings_insurance,35,bank,rent,1,unemployed,1,yes,yes,5200,Metro,856,No Risk
less_0,16,credits_paid_to_date,car_new,4211,100_to_500,1_to_4,3,male,none,3,car_other,28,none,own,2,skilled,1,none,yes,6460,Metro,714,No Risk
no_checking,18,outstanding_credit,appliances,3063,unknown,1_to_4,3,male,none,4,savings_insurance,49,none,own,2,management_self-employed,1,yes,no,3483,Metro,830,No Risk
0_to_200,32,credits_paid_to_date,business,4766,less_100,1_to_4,4,male,none,4,savings_insurance,30,stores,rent,2,unskilled,2,none,yes,3725,Metro,822,No Risk
less_0,28,credits_paid_to_date,car_used,1252,100_to_500,1_to_4,3,male,none,1,savings_insurance,20,none,rent,2,skilled,1,none,yes,4744,Non-Metro,702,Risk
less_0,11,all_credits_paid_back,car_new,250,less_100,1_to_4,3,female,none,3,savings_insurance,38,none,own,2,skilled,1,none,yes,7741,Metro,825,No Risk
no_checking,28,prior_payments_delayed,radio_tv,4709,100_to_500,4_to_7,3,male,none,4,car_other,50,none,own,1,skilled,2,none,yes,7803,Non-Metro,845,No Risk
no_checking,34,credits_paid_to_date,car_used,5813,100_to_500,greater_7,5,male,none,4,car_other,40,stores,own,2,unskilled,1,yes,yes,5535,Metro,837,No Risk
no_checking,41,prior_payments_delayed,appliances,3982,unknown,1_to_4,4,male,none,3,real_estate,25,none,own,1,skilled,1,none,yes,5907,Metro,737,No Risk
0_to_200,24,credits_paid_to_date,car_used,5511,500_to_1000,1_to_4,3,male,none,4,savings_insurance,37,none,own,2,skilled,1,yes,yes,5669,Metro,806,No Risk
0_to_200,28,credits_paid_to_date,appliances,2118,less_100,4_to_7,2,male,none,3,real_estate,37,none,own,1,skilled,1,yes,yes,7682,Metro,842,No Risk
0_to_200,35,prior_payments_delayed,radio_tv,3410,100_to_500,1_to_4,3,female,none,3,real_estate,31,none,own,1,skilled,1,yes,yes,4014,Non-Metro,740,Risk
0_to_200,4,no_credits,car_new,858,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,5045,Non-Metro,840,No Risk
no_checking,28,outstanding_credit,other,8404,500_to_1000,greater_7,4,male,co-applicant,3,unknown,51,none,free,2,skilled,2,yes,yes,6232,Non-Metro,731,Risk
greater_200,19,prior_payments_delayed,radio_tv,2394,greater_1000,1_to_4,3,male,none,3,car_other,40,none,own,2,skilled,1,none,yes,6832,Metro,807,No Risk
no_checking,37,prior_payments_delayed,furniture,5276,greater_1000,4_to_7,4,female,none,4,car_other,39,none,own,3,skilled,2,yes,yes,5975,Non-Metro,815,Risk
less_0,4,all_credits_paid_back,car_new,1029,100_to_500,less_1,1,female,none,2,car_other,24,none,rent,1,skilled,1,none,yes,3455,Metro,875,No Risk
no_checking,26,prior_payments_delayed,appliances,5325,unknown,4_to_7,3,female,co-applicant,4,savings_insurance,53,stores,own,2,unskilled,1,yes,yes,3982,Metro,733,Risk
less_0,6,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,2,real_estate,26,stores,rent,1,skilled,1,none,yes,5743,Metro,837,No Risk
0_to_200,30,outstanding_credit,vacation,3541,100_to_500,4_to_7,4,male,none,4,car_other,33,stores,rent,2,unskilled,1,none,yes,6028,Non-Metro,813,No Risk
0_to_200,20,prior_payments_delayed,retraining,1856,100_to_500,greater_7,4,male,none,2,unknown,36,bank,own,1,unskilled,1,none,yes,5449,Metro,835,No Risk
no_checking,33,prior_payments_delayed,appliances,7048,100_to_500,4_to_7,3,male,co-applicant,4,savings_insurance,49,none,free,2,skilled,2,yes,yes,4519,Non-Metro,735,Risk
less_0,17,credits_paid_to_date,car_new,446,500_to_1000,4_to_7,3,male,none,3,real_estate,19,none,own,1,skilled,1,none,yes,4960,Metro,858,No Risk
0_to_200,26,credits_paid_to_date,car_new,1731,less_100,4_to_7,2,male,none,2,car_other,36,stores,own,2,skilled,1,none,yes,3019,Non-Metro,877,Risk
no_checking,33,outstanding_credit,appliances,6132,unknown,greater_7,4,male,none,3,unknown,64,none,own,3,skilled,2,yes,yes,3147,Non-Metro,745,Risk
no_checking,25,prior_payments_delayed,car_used,5426,500_to_1000,4_to_7,4,male,none,3,car_other,41,none,own,1,skilled,1,none,yes,7423,Metro,871,No Risk
no_checking,17,credits_paid_to_date,radio_tv,2871,100_to_500,1_to_4,3,male,none,4,savings_insurance,49,none,own,1,management_self-employed,1,none,yes,7647,Metro,822,No Risk
no_checking,24,prior_payments_delayed,education,5750,100_to_500,4_to_7,3,female,none,3,unknown,53,none,own,1,skilled,1,yes,yes,6330,Non-Metro,705,No Risk
0_to_200,35,credits_paid_to_date,business,3740,greater_1000,1_to_4,3,male,none,3,car_other,19,none,own,2,skilled,1,none,yes,3875,Metro,823,No Risk
0_to_200,14,credits_paid_to_date,car_new,1809,500_to_1000,less_1,3,male,co-applicant,3,savings_insurance,37,stores,own,1,unskilled,1,yes,yes,7362,Metro,887,No Risk
no_checking,20,outstanding_credit,radio_tv,7217,greater_1000,1_to_4,4,male,none,5,savings_insurance,37,none,own,2,management_self-employed,2,yes,yes,7933,Non-Metro,716,No Risk
no_checking,36,prior_payments_delayed,furniture,5519,500_to_1000,4_to_7,3,male,none,4,car_other,51,none,free,2,skilled,1,yes,yes,5554,Non-Metro,744,Risk
no_checking,41,prior_payments_delayed,vacation,3053,500_to_1000,greater_7,5,male,none,5,car_other,48,none,own,2,skilled,1,yes,yes,4597,Non-Metro,732,Risk
0_to_200,37,prior_payments_delayed,appliances,5358,100_to_500,4_to_7,2,female,none,2,car_other,34,stores,own,1,unskilled,1,none,yes,6485,Non-Metro,864,No Risk
0_to_200,4,prior_payments_delayed,car_used,1495,less_100,less_1,2,female,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes,6503,Metro,816,No Risk
0_to_200,16,prior_payments_delayed,radio_tv,4626,greater_1000,4_to_7,3,male,none,3,car_other,42,none,own,2,skilled,1,none,yes,4093,Non-Metro,702,Risk
less_0,4,all_credits_paid_back,radio_tv,2478,less_100,unemployed,2,male,none,3,real_estate,19,stores,rent,1,skilled,1,none,yes,6605,Metro,846,No Risk
no_checking,42,outstanding_credit,vacation,6554,unknown,greater_7,4,male,co-applicant,3,unknown,55,none,free,3,skilled,2,yes,yes,3755,Metro,731,Risk
no_checking,12,outstanding_credit,education,1688,100_to_500,greater_7,3,male,none,4,car_other,35,none,own,1,skilled,2,yes,yes,3421,Non-Metro,701,Risk
no_checking,24,prior_payments_delayed,appliances,4910,500_to_1000,less_1,4,female,none,3,car_other,45,none,free,2,skilled,1,yes,yes,3537,Metro,803,No Risk
0_to_200,33,prior_payments_delayed,education,1820,greater_1000,4_to_7,2,female,none,3,real_estate,27,stores,own,2,skilled,1,none,yes,5568,Metro,891,No Risk
no_checking,30,outstanding_credit,furniture,5179,unknown,4_to_7,4,male,none,5,savings_insurance,44,none,own,2,management_self-employed,2,yes,yes,5645,Non-Metro,749,No Risk
no_checking,25,prior_payments_delayed,car_used,3723,100_to_500,1_to_4,4,male,none,4,car_other,28,none,own,1,management_self-employed,1,yes,yes,7637,Metro,878,No Risk
less_0,10,credits_paid_to_date,furniture,2005,100_to_500,1_to_4,3,male,none,3,car_other,34,stores,own,1,skilled,1,none,yes,5178,Metro,717,No Risk
no_checking,40,outstanding_credit,repairs,3244,greater_1000,4_to_7,3,male,none,4,savings_insurance,28,bank,own,1,unemployed,2,none,yes,3305,Non-Metro,878,Risk
