Age,CIBIL,CheckingStatus,City,CreditHistory,CurrentResidenceDuration,Dependents,EmploymentDuration,ExistingCreditsCount,ExistingSavings,ForeignWorker,Housing,InstallmentPercent,InstallmentPlans,Job,LoanAmount,LoanDuration,LoanPurpose,OthersOnLoan,OwnsProperty,Risk,Salary,Sex,Telephone
39,878,no_checking,Metro,outstanding_credit,4,1,4_to_7,1,greater_1000,yes,free,4,none,skilled,2338,30,appliances,none,savings_insurance,No Risk,7618,male,none
33,899,no_checking,Metro,outstanding_credit,3,2,greater_7,1,greater_1000,yes,own,4,none,skilled,3319,30,appliances,none,unknown,Risk,4936,female,yes
49,856,no_checking,Metro,outstanding_credit,3,1,1_to_4,1,500_to_1000,yes,own,3,none,skilled,5251,30,appliances,none,savings_insurance,No Risk,5368,male,none
61,819,no_checking,Non-Metro,outstanding_credit,4,2,greater_7,3,unknown,yes,free,5,none,management_self-employed,7984,30,appliances,co-applicant,unknown,No Risk,7698,male,yes
50,745,no_checking,Non-Metro,outstanding_credit,3,2,greater_7,3,unknown,yes,free,4,none,skilled,8256,30,appliances,co-applicant,unknown,Risk,3920,female,yes
51,847,no_checking,Non-Metro,outstanding_credit,4,2,4_to_7,2,greater_1000,yes,own,5,none,management_self-employed,8293,30,appliances,co-applicant,unknown,Risk,4826,male,none
35,728,no_checking,Non-Metro,outstanding_credit,3,1,greater_7,2,unknown,yes,own,4,bank,unskilled,3601,30,furniture,none,savings_insurance,Risk,3761,male,none
45,889,no_checking,Metro,outstanding_credit,5,2,greater_7,2,unknown,yes,own,4,none,management_self-employed,5025,30,furniture,none,savings_insurance,No Risk,6963,male,yes
29,898,no_checking,Metro,outstanding_credit,5,1,greater_7,1,500_to_1000,yes,own,4,none,skilled,5161,30,furniture,none,savings_insurance,No Risk,5548,male,none
47,707,no_checking,Metro,outstanding_credit,4,1,4_to_7,2,unknown,yes,own,3,none,skilled,5275,30,furniture,none,car_other,Risk,4417,female,yes
47,860,no_checking,Metro,outstanding_credit,3,2,4_to_7,2,greater_1000,yes,free,3,bank,unskilled,5657,30,furniture,none,unknown,No Risk,6175,male,yes
70,706,no_checking,Non-Metro,outstanding_credit,4,1,4_to_7,2,500_to_1000,yes,free,3,stores,unskilled,5776,30,furniture,guarantor,unknown,Risk,6332,female,yes
61,700,no_checking,Non-Metro,outstanding_credit,3,2,greater_7,2,500_to_1000,yes,own,4,bank,unemployed,6943,30,furniture,co-applicant,unknown,Risk,4322,male,yes
56,719,no_checking,Non-Metro,outstanding_credit,3,2,4_to_7,2,unknown,yes,free,4,none,skilled,8404,30,furniture,co-applicant,car_other,Risk,4955,male,yes
35,718,no_checking,Metro,outstanding_credit,3,1,greater_7,1,greater_1000,yes,own,5,none,skilled,5206,30,other,none,unknown,Risk,3947,female,none
39,709,no_checking,Non-Metro,outstanding_credit,4,2,1_to_4,2,unknown,yes,free,5,none,management_self-employed,10679,30,other,none,unknown,Risk,4075,male,yes
58,728,no_checking,Non-Metro,outstanding_credit,4,2,4_to_7,2,greater_1000,yes,free,4,none,skilled,5283,30,radio_tv,none,unknown,Risk,3963,male,yes
58,876,no_checking,Non-Metro,outstanding_credit,4,1,greater_7,2,500_to_1000,yes,free,5,none,skilled,9647,30,radio_tv,co-applicant,unknown,Risk,3191,male,yes
34,833,no_checking,Metro,outstanding_credit,2,1,4_to_7,1,500_to_1000,yes,own,3,none,skilled,3315,30,repairs,none,car_other,No Risk,5829,male,none
52,742,no_checking,Metro,outstanding_credit,4,1,greater_7,1,500_to_1000,yes,own,5,none,skilled,3671,30,repairs,none,car_other,Risk,3148,male,yes
53,736,no_checking,Metro,outstanding_credit,5,2,greater_7,2,unknown,yes,free,5,none,skilled,6178,30,repairs,co-applicant,unknown,Risk,4803,male,yes
52,706,no_checking,Non-Metro,outstanding_credit,5,1,greater_7,2,500_to_1000,yes,own,4,stores,skilled,7597,30,repairs,co-applicant,unknown,Risk,7886,male,yes
44,735,no_checking,Non-Metro,outstanding_credit,3,1,4_to_7,2,500_to_1000,yes,free,3,none,skilled,7908,30,repairs,co-applicant,unknown,Risk,3297,male,yes
49,727,no_checking,Non-Metro,outstanding_credit,4,2,greater_7,2,500_to_1000,yes,free,5,none,management_self-employed,8382,30,repairs,co-applicant,car_other,Risk,3628,male,yes
46,745,no_checking,Non-Metro,outstanding_credit,5,1,greater_7,2,500_to_1000,yes,free,5,none,management_self-employed,8739,30,vacation,co-applicant,car_other,Risk,7411,male,yes
35,832,no_checking,Metro,outstanding_credit,5,1,4_to_7,2,500_to_1000,yes,own,5,none,skilled,9535,30,vacation,co-applicant,unknown,No Risk,7089,male,yes
37,737,no_checking,Non-Metro,prior_payments_delayed,4,1,4_to_7,1,100_to_500,yes,own,4,none,management_self-employed,5146,30,appliances,none,savings_insurance,Risk,4461,male,yes
44,843,no_checking,Metro,prior_payments_delayed,4,1,greater_7,2,100_to_500,yes,free,4,none,skilled,5928,30,appliances,none,car_other,No Risk,5039,male,yes
48,749,no_checking,Non-Metro,prior_payments_delayed,3,1,greater_7,1,100_to_500,yes,own,5,none,skilled,6205,30,appliances,none,car_other,Risk,3899,female,none
53,815,no_checking,Metro,prior_payments_delayed,3,1,4_to_7,2,100_to_500,yes,own,4,none,management_self-employed,7351,30,appliances,none,unknown,No Risk,6403,male,none
56,700,no_checking,Metro,prior_payments_delayed,4,1,1_to_4,2,100_to_500,yes,own,3,stores,unskilled,7652,30,appliances,none,car_other,Risk,5944,female,yes
41,870,no_checking,Metro,prior_payments_delayed,4,1,4_to_7,2,500_to_1000,yes,free,3,none,management_self-employed,3712,30,business,none,savings_insurance,No Risk,4217,male,yes
23,818,no_checking,Metro,prior_payments_delayed,4,1,1_to_4,1,100_to_500,yes,own,4,stores,unskilled,3851,30,business,none,car_other,No Risk,7250,male,none
40,820,no_checking,Metro,prior_payments_delayed,3,2,1_to_4,2,100_to_500,yes,own,4,none,management_self-employed,4926,30,business,none,savings_insurance,No Risk,7554,male,yes
39,838,no_checking,Metro,prior_payments_delayed,3,1,less_1,1,100_to_500,yes,own,3,none,management_self-employed,6677,30,business,none,savings_insurance,No Risk,6641,female,none
45,742,no_checking,Non-Metro,prior_payments_delayed,4,1,greater_7,1,500_to_1000,yes,own,4,none,skilled,1731,30,car_used,none,real_estate,Risk,3405,female,yes
50,897,no_checking,Non-Metro,prior_payments_delayed,4,1,4_to_7,2,100_to_500,yes,own,4,none,skilled,4712,30,car_used,none,savings_insurance,Risk,4124,female,yes
52,703,no_checking,Non-Metro,prior_payments_delayed,3,1,1_to_4,3,100_to_500,yes,own,3,none,skilled,5223,30,car_used,none,car_other,Risk,4337,female,yes
37,705,no_checking,Non-Metro,prior_payments_delayed,3,2,1_to_4,1,100_to_500,yes,own,2,none,skilled,5241,30,car_used,none,savings_insurance,Risk,4355,male,yes
39,711,no_checking,Non-Metro,prior_payments_delayed,3,1,1_to_4,1,100_to_500,yes,own,2,bank,unemployed,5371,30,car_used,none,unknown,Risk,4395,female,none
49,717,no_checking,Metro,prior_payments_delayed,4,1,4_to_7,2,500_to_1000,yes,own,3,bank,unemployed,5583,30,car_used,guarantor,savings_insurance,Risk,5240,female,yes
53,745,no_checking,Metro,prior_payments_delayed,4,1,1_to_4,2,100_to_500,yes,free,3,none,skilled,6654,30,car_used,co-applicant,car_other,Risk,4555,female,yes
34,865,no_checking,Non-Metro,prior_payments_delayed,3,2,1_to_4,2,unknown,yes,own,4,none,skilled,6268,30,education,none,savings_insurance,Risk,4888,female,yes
39,841,no_checking,Metro,prior_payments_delayed,4,1,4_to_7,2,100_to_500,yes,own,3,none,management_self-employed,7603,30,education,none,savings_insurance,No Risk,5224,male,none
55,736,no_checking,Non-Metro,prior_payments_delayed,3,1,4_to_7,1,100_to_500,yes,own,3,none,skilled,5119,30,furniture,none,car_other,Risk,7008,female,none
51,732,no_checking,Non-Metro,prior_payments_delayed,3,1,4_to_7,1,100_to_500,no,free,3,none,skilled,5373,30,furniture,guarantor,savings_insurance,Risk,4171,male,yes
37,817,no_checking,Metro,prior_payments_delayed,5,1,greater_7,2,unknown,yes,own,4,none,skilled,5546,30,furniture,none,car_other,No Risk,6974,male,none
62,730,no_checking,Metro,prior_payments_delayed,4,1,4_to_7,2,100_to_500,no,free,4,none,skilled,8173,30,furniture,co-applicant,unknown,Risk,4569,male,yes
46,872,no_checking,Non-Metro,prior_payments_delayed,3,1,4_to_7,1,500_to_1000,yes,own,4,none,skilled,3820,30,radio_tv,none,car_other,No Risk,3744,male,yes
55,728,no_checking,Metro,prior_payments_delayed,4,1,4_to_7,2,500_to_1000,yes,own,3,bank,unskilled,4519,30,radio_tv,none,savings_insurance,Risk,4501,female,yes
39,732,no_checking,Non-Metro,prior_payments_delayed,5,2,4_to_7,2,greater_1000,yes,own,4,stores,unskilled,4615,30,radio_tv,none,unknown,Risk,3807,female,yes
32,874,no_checking,Metro,prior_payments_delayed,5,1,4_to_7,1,100_to_500,yes,own,4,none,management_self-employed,6067,30,radio_tv,none,savings_insurance,No Risk,6010,male,yes
39,708,no_checking,Non-Metro,prior_payments_delayed,3,1,4_to_7,2,100_to_500,yes,free,3,none,skilled,9560,30,radio_tv,co-applicant,unknown,Risk,7524,male,none
32,804,no_checking,Metro,all_credits_paid_back,3,1,1_to_4,1,greater_1000,yes,own,3,none,skilled,3845,31,car_used,none,savings_insurance,No Risk,7220,male,none
23,730,no_checking,Metro,all_credits_paid_back,4,1,1_to_4,2,100_to_500,yes,own,4,none,skilled,3578,31,radio_tv,none,real_estate,No Risk,5711,male,none
50,711,no_checking,Non-Metro,credits_paid_to_date,3,1,greater_7,2,100_to_500,yes,own,3,none,skilled,5636,31,car_used,none,car_other,Risk,3534,female,none
51,729,no_checking,Metro,outstanding_credit,4,2,greater_7,2,500_to_1000,yes,free,5,none,management_self-employed,6958,31,appliances,co-applicant,car_other,Risk,4621,male,yes
54,724,no_checking,Non-Metro,outstanding_credit,4,2,greater_7,3,unknown,no,free,4,none,skilled,7665,31,appliances,co-applicant,unknown,Risk,3668,male,yes
52,742,no_checking,Non-Metro,outstanding_credit,5,1,greater_7,2,500_to_1000,yes,free,4,none,management_self-employed,8001,31,appliances,co-applicant,unknown,Risk,4764,male,yes
53,713,no_checking,Metro,outstanding_credit,4,2,4_to_7,2,unknown,yes,free,5,none,management_self-employed,8968,31,appliances,co-applicant,unknown,No Risk,4823,male,yes
51,727,no_checking,Non-Metro,outstanding_credit,5,1,greater_7,2,500_to_1000,yes,free,5,none,management_self-employed,10261,31,appliances,co-applicant,car_other,Risk,3732,male,yes
50,734,no_checking,Non-Metro,outstanding_credit,3,1,4_to_7,1,500_to_1000,yes,own,4,none,management_self-employed,6500,31,education,none,unknown,Risk,4650,female,yes
32,810,no_checking,Non-Metro,outstanding_credit,5,2,4_to_7,1,500_to_1000,yes,own,4,none,management_self-employed,7285,31,furniture,co-applicant,car_other,Risk,4657,male,yes
64,717,no_checking,Metro,outstanding_credit,3,1,4_to_7,2,500_to_1000,yes,free,5,stores,unskilled,7443,31,furniture,guarantor,car_other,Risk,4370,male,yes
51,712,no_checking,Non-Metro,outstanding_credit,3,1,greater_7,2,500_to_1000,yes,own,4,none,skilled,7525,31,furniture,co-applicant,car_other,Risk,3619,female,none
46,732,no_checking,Non-Metro,outstanding_credit,3,1,greater_7,2,unknown,yes,own,5,none,skilled,4452,31,other,none,car_other,No Risk,7530,male,none
46,818,no_checking,Metro,outstanding_credit,3,1,1_to_4,1,500_to_1000,yes,free,3,none,skilled,6307,31,other,guarantor,car_other,No Risk,7777,male,yes
44,737,no_checking,Non-Metro,outstanding_credit,5,1,4_to_7,2,500_to_1000,yes,free,5,none,management_self-employed,6640,31,other,none,car_other,Risk,4148,female,yes
50,727,no_checking,Metro,outstanding_credit,3,1,greater_7,2,500_to_1000,yes,own,4,none,skilled,9225,31,other,co-applicant,unknown,Risk,4947,male,yes
47,899,no_checking,Metro,outstanding_credit,4,1,4_to_7,2,unknown,yes,own,4,none,skilled,5945,31,radio_tv,none,savings_insurance,No Risk,6679,male,none
39,801,no_checking,Non-Metro,outstanding_credit,3,1,greater_7,2,500_to_1000,yes,free,4,none,skilled,6156,31,radio_tv,co-applicant,unknown,Risk,3500,male,yes
50,740,no_checking,Metro,outstanding_credit,4,2,greater_7,3,500_to_1000,yes,free,5,none,skilled,9040,31,radio_tv,co-applicant,unknown,Risk,4100,male,yes
49,721,no_checking,Non-Metro,outstanding_credit,5,2,greater_7,2,greater_1000,yes,free,4,none,skilled,4427,31,repairs,co-applicant,unknown,Risk,4494,male,yes
32,822,no_checking,Metro,outstanding_credit,4,2,4_to_7,1,500_to_1000,yes,own,4,stores,skilled,5548,31,repairs,none,savings_insurance,No Risk,6350,male,yes
47,749,no_checking,Non-Metro,outstanding_credit,4,1,1_to_4,1,unknown,yes,own,3,none,skilled,5602,31,repairs,none,car_other,Risk,3256,female,none
36,705,no_checking,Non-Metro,outstanding_credit,4,1,4_to_7,2,greater_1000,yes,own,4,none,management_self-employed,6118,31,repairs,none,unknown,Risk,3545,female,yes
47,715,no_checking,Non-Metro,outstanding_credit,3,1,4_to_7,2,500_to_1000,yes,free,5,none,skilled,6460,31,repairs,none,unknown,Risk,3004,male,yes
41,704,no_checking,Metro,outstanding_credit,4,2,greater_7,3,greater_1000,yes,free,5,none,skilled,6818,31,repairs,co-applicant,car_other,Risk,3149,male,yes
46,712,no_checking,Non-Metro,outstanding_credit,5,2,4_to_7,2,500_to_1000,yes,free,5,none,management_self-employed,8411,31,repairs,co-applicant,unknown,Risk,3952,male,yes
57,743,no_checking,Metro,outstanding_credit,5,2,greater_7,2,greater_1000,yes,free,4,none,skilled,9942,31,repairs,co-applicant,unknown,Risk,4680,male,yes
43,857,no_checking,Metro,outstanding_credit,3,1,4_to_7,1,500_to_1000,yes,own,4,none,skilled,5879,31,vacation,none,savings_insurance,No Risk,7993,male,yes
46,870,no_checking,Non-Metro,prior_payments_delayed,4,1,greater_7,1,500_to_1000,yes,free,4,none,unskilled,2071,31,appliances,guarantor,savings_insurance,Risk,4139,male,yes
46,815,no_checking,Non-Metro,prior_payments_delayed,4,2,4_to_7,1,100_to_500,yes,own,4,stores,unskilled,4565,31,appliances,none,car_other,No Risk,6717,female,yes
38,736,no_checking,Metro,prior_payments_delayed,3,1,less_1,1,500_to_1000,yes,rent,3,stores,unskilled,4570,31,appliances,none,real_estate,No Risk,7539,female,none
50,732,no_checking,Metro,prior_payments_delayed,5,1,greater_7,2,unknown,yes,free,4,none,skilled,4594,31,appliances,guarantor,savings_insurance,No Risk,5003,male,yes
47,885,no_checking,Metro,prior_payments_delayed,5,2,greater_7,2,unknown,no,own,5,stores,unskilled,4787,31,appliances,none,car_other,No Risk,6833,male,yes
41,840,no_checking,Metro,prior_payments_delayed,3,1,1_to_4,1,500_to_1000,yes,own,4,none,skilled,4870,31,appliances,none,savings_insurance,No Risk,5799,female,yes
50,821,no_checking,Metro,prior_payments_delayed,3,1,4_to_7,2,100_to_500,yes,own,3,none,management_self-employed,5060,31,appliances,none,unknown,No Risk,7901,male,yes
47,749,no_checking,Non-Metro,prior_payments_delayed,4,1,greater_7,2,unknown,yes,own,4,none,skilled,5441,31,appliances,none,unknown,Risk,3920,male,yes
42,865,no_checking,Metro,prior_payments_delayed,4,1,1_to_4,1,100_to_500,yes,own,4,none,skilled,5590,31,appliances,none,savings_insurance,No Risk,7051,female,none
43,706,no_checking,Non-Metro,prior_payments_delayed,4,1,greater_7,2,greater_1000,yes,own,3,none,skilled,5629,31,appliances,none,car_other,Risk,3769,female,none
39,709,no_checking,Non-Metro,prior_payments_delayed,3,2,less_1,2,100_to_500,yes,own,4,stores,unskilled,5822,31,appliances,none,savings_insurance,No Risk,6923,male,yes
48,822,no_checking,Metro,prior_payments_delayed,3,1,1_to_4,2,100_to_500,yes,own,4,none,skilled,6610,31,appliances,none,savings_insurance,No Risk,6895,female,none
40,824,no_checking,Metro,prior_payments_delayed,3,1,1_to_4,1,100_to_500,yes,own,4,stores,unskilled,6940,31,appliances,none,car_other,No Risk,5593,male,none
49,705,no_checking,Non-Metro,prior_payments_delayed,3,1,4_to_7,1,100_to_500,yes,free,3,none,skilled,7074,31,appliances,guarantor,unknown,Risk,4824,male,yes
51,741,no_checking,Non-Metro,prior_payments_delayed,3,1,4_to_7,1,100_to_500,yes,own,4,none,skilled,4999,31,business,none,unknown,Risk,3808,female,yes
46,883,no_checking,Metro,prior_payments_delayed,3,1,4_to_7,1,unknown,yes,rent,3,bank,unemployed,5172,31,business,none,car_other,No Risk,5900,male,none
42,822,no_checking,Metro,prior_payments_delayed,4,1,greater_7,2,500_to_1000,yes,own,5,none,skilled,6233,31,business,none,car_other,No Risk,7287,female,yes
37,743,no_checking,Non-Metro,prior_payments_delayed,4,1,1_to_4,2,500_to_1000,yes,own,4,none,skilled,2340,31,car_used,none,savings_insurance,Risk,5498,female,none
37,731,no_checking,Non-Metro,prior_payments_delayed,3,1,4_to_7,1,500_to_1000,yes,own,3,none,skilled,3830,31,car_used,none,savings_insurance,Risk,3230,male,yes
43,868,no_checking,Metro,prior_payments_delayed,4,1,greater_7,2,unknown,yes,own,5,none,skilled,4422,31,car_used,none,savings_insurance,No Risk,5917,male,none
48,700,no_checking,Non-Metro,prior_payments_delayed,2,1,1_to_4,2,100_to_500,yes,own,2,none,skilled,5355,31,car_used,none,unknown,Risk,3887,female,yes
41,876,no_checking,Metro,prior_payments_delayed,4,1,4_to_7,2,unknown,yes,own,3,none,skilled,5562,31,car_used,none,savings_insurance,No Risk,6636,male,yes
47,732,no_checking,Non-Metro,prior_payments_delayed,5,1,greater_7,2,100_to_500,yes,free,5,none,skilled,5629,31,car_used,none,car_other,Risk,4092,male,yes
49,803,no_checking,Non-Metro,prior_payments_delayed,3,1,1_to_4,2,unknown,yes,own,3,none,skilled,5661,31,car_used,co-applicant,savings_insurance,Risk,4529,female,yes
36,833,no_checking,Non-Metro,prior_payments_delayed,3,1,1_to_4,1,100_to_500,yes,own,3,none,skilled,5787,31,car_used,none,savings_insurance,No Risk,6824,female,yes
39,737,no_checking,Metro,prior_payments_delayed,4,1,4_to_7,2,100_to_500,yes,own,4,none,management_self-employed,6099,31,car_used,none,car_other,Risk,3984,female,yes
42,706,no_checking,Metro,prior_payments_delayed,5,2,4_to_7,2,100_to_500,yes,own,4,none,management_self-employed,7361,31,car_used,none,car_other,Risk,4338,female,yes
54,876,no_checking,Non-Metro,prior_payments_delayed,4,2,4_to_7,2,100_to_500,yes,own,4,bank,unemployed,7710,31,car_used,none,unknown,Risk,4698,male,yes
51,715,no_checking,Non-Metro,prior_payments_delayed,4,1,greater_7,2,100_to_500,yes,free,4,none,skilled,7864,31,car_used,co-applicant,unknown,Risk,4579,male,yes
40,715,no_checking,Non-Metro,prior_payments_delayed,3,1,4_to_7,2,greater_1000,yes,own,3,none,skilled,6128,31,education,none,car_other,Risk,3402,female,yes
50,732,no_checking,Metro,prior_payments_delayed,2,1,4_to_7,1,500_to_1000,yes,own,3,none,skilled,2696,31,furniture,none,car_other,No Risk,5882,male,yes
43,805,no_checking,Non-Metro,prior_payments_delayed,3,1,4_to_7,2,100_to_500,yes,own,3,stores,unskilled,5116,31,furniture,none,savings_insurance,No Risk,6248,male,yes
43,826,no_checking,Metro,prior_payments_delayed,3,1,1_to_4,1,100_to_500,yes,own,3,stores,unskilled,5789,31,furniture,none,savings_insurance,No Risk,7728,female,yes
39,708,no_checking,Non-Metro,prior_payments_delayed,3,1,4_to_7,2,unknown,yes,own,3,none,skilled,7410,31,furniture,co-applicant,savings_insurance,Risk,3894,male,none
51,726,no_checking,Non-Metro,prior_payments_delayed,4,1,4_to_7,2,100_to_500,yes,free,4,none,skilled,7685,31,furniture,none,unknown,Risk,6061,male,yes
53,712,no_checking,Non-Metro,prior_payments_delayed,5,2,greater_7,2,greater_1000,yes,own,4,none,skilled,7782,31,furniture,co-applicant,unknown,Risk,3534,male,yes
56,740,no_checking,Non-Metro,prior_payments_delayed,5,2,greater_7,2,100_to_500,yes,free,5,stores,unskilled,8220,31,furniture,guarantor,car_other,Risk,3297,male,yes
39,713,no_checking,Non-Metro,prior_payments_delayed,2,1,4_to_7,1,100_to_500,yes,own,3,stores,unskilled,6396,31,other,none,car_other,Risk,7872,male,yes
32,871,no_checking,Metro,prior_payments_delayed,4,1,1_to_4,2,500_to_1000,yes,own,3,stores,unskilled,3555,31,radio_tv,none,car_other,No Risk,6171,male,yes
46,847,no_checking,Metro,prior_payments_delayed,4,1,4_to_7,1,100_to_500,yes,own,4,none,skilled,5321,31,radio_tv,none,car_other,No Risk,6197,female,yes
32,703,no_checking,Non-Metro,prior_payments_delayed,5,1,4_to_7,1,100_to_500,yes,own,4,none,skilled,5637,31,radio_tv,none,car_other,Risk,4860,male,yes
44,883,no_checking,Metro,prior_payments_delayed,3,1,greater_7,2,100_to_500,yes,free,5,none,skilled,5966,31,radio_tv,none,savings_insurance,No Risk,7836,male,none
41,748,no_checking,Non-Metro,prior_payments_delayed,4,1,4_to_7,2,greater_1000,yes,own,3,none,skilled,6423,31,radio_tv,none,car_other,Risk,3594,female,yes
31,883,no_checking,Metro,prior_payments_delayed,5,1,less_1,1,100_to_500,yes,own,4,none,management_self-employed,6568,31,radio_tv,none,car_other,No Risk,7558,male,none
51,889,no_checking,Non-Metro,prior_payments_delayed,5,1,greater_7,2,100_to_500,yes,own,4,none,management_self-employed,6714,31,radio_tv,co-applicant,savings_insurance,Risk,3207,male,yes
30,852,no_checking,Non-Metro,prior_payments_delayed,5,1,4_to_7,1,100_to_500,yes,own,4,stores,skilled,7098,31,radio_tv,none,unknown,Risk,4954,male,yes
44,893,no_checking,Non-Metro,prior_payments_delayed,5,1,greater_7,2,100_to_500,yes,free,5,none,management_self-employed,7460,31,radio_tv,co-applicant,unknown,Risk,4509,male,yes
35,826,no_checking,Metro,prior_payments_delayed,4,1,greater_7,1,500_to_1000,yes,own,3,none,skilled,2535,31,repairs,none,savings_insurance,No Risk,6151,female,yes
40,712,no_checking,Non-Metro,prior_payments_delayed,4,1,4_to_7,1,100_to_500,yes,own,4,stores,skilled,5316,31,retraining,none,car_other,Risk,5161,female,yes
35,713,no_checking,Non-Metro,prior_payments_delayed,2,2,1_to_4,1,500_to_1000,yes,rent,3,stores,skilled,2673,31,vacation,none,real_estate,Risk,4211,male,none
35,704,no_checking,Metro,prior_payments_delayed,3,1,less_1,2,100_to_500,yes,own,4,none,management_self-employed,6117,31,vacation,none,savings_insurance,Risk,3459,male,none
42,849,no_checking,Metro,all_credits_paid_back,3,1,1_to_4,1,greater_1000,yes,own,4,none,skilled,4423,32,car_used,none,car_other,No Risk,5896,female,none
48,737,no_checking,Metro,all_credits_paid_back,3,1,less_1,1,100_to_500,yes,own,4,none,skilled,4151,32,radio_tv,none,savings_insurance,No Risk,6520,female,yes
44,851,no_checking,Non-Metro,credits_paid_to_date,3,1,1_to_4,1,greater_1000,yes,own,4,none,skilled,1553,32,car_used,none,real_estate,No Risk,7368,male,none
46,719,no_checking,Non-Metro,credits_paid_to_date,4,1,greater_7,2,100_to_500,yes,free,5,none,skilled,5572,32,radio_tv,none,car_other,Risk,3815,female,yes
48,726,no_checking,Non-Metro,outstanding_credit,5,1,greater_7,2,greater_1000,yes,free,5,none,skilled,2775,32,appliances,none,car_other,Risk,3754,male,yes
34,713,no_checking,Metro,outstanding_credit,4,2,4_to_7,1,greater_1000,yes,own,3,none,skilled,4673,32,appliances,none,unknown,Risk,6762,female,yes
54,747,no_checking,Metro,outstanding_credit,5,2,greater_7,2,unknown,yes,own,5,stores,unskilled,6536,32,appliances,co-applicant,unknown,Risk,3626,male,yes
47,726,no_checking,Non-Metro,outstanding_credit,4,2,1_to_4,2,500_to_1000,yes,own,4,none,management_self-employed,6886,32,appliances,none,unknown,Risk,4339,female,yes
41,824,no_checking,Non-Metro,outstanding_credit,3,1,1_to_4,1,500_to_1000,yes,own,3,none,skilled,8032,32,appliances,none,unknown,No Risk,5689,male,none
39,747,no_checking,Metro,outstanding_credit,3,1,4_to_7,2,greater_1000,yes,own,4,none,skilled,3074,32,furniture,none,savings_insurance,No Risk,7641,male,none
37,878,no_checking,Non-Metro,outstanding_credit,4,2,greater_7,2,unknown,yes,own,4,bank,unemployed,3184,32,furniture,none,car_other,No Risk,5093,male,yes
33,725,no_checking,Non-Metro,outstanding_credit,4,1,greater_7,1,500_to_1000,yes,own,3,bank,unskilled,4947,32,furniture,co-applicant,unknown,Risk,4243,male,yes
51,701,no_checking,Non-Metro,outstanding_credit,5,1,greater_7,2,unknown,yes,free,5,stores,unskilled,5170,32,furniture,co-applicant,unknown,Risk,4865,male,yes
41,716,no_checking,Non-Metro,outstanding_credit,5,1,1_to_4,1,500_to_1000,no,own,4,none,management_self-employed,5460,32,furniture,none,car_other,Risk,3018,male,none
49,887,no_checking,Non-Metro,outstanding_credit,4,2,greater_7,3,unknown,yes,own,5,none,skilled,5499,32,furniture,co-applicant,unknown,Risk,4671,male,yes
48,732,no_checking,Non-Metro,outstanding_credit,5,2,4_to_7,3,unknown,yes,own,4,stores,unskilled,6066,32,furniture,none,unknown,Risk,3990,male,yes
53,729,no_checking,Metro,outstanding_credit,3,2,greater_7,2,500_to_1000,yes,free,5,none,skilled,7518,32,furniture,co-applicant,car_other,Risk,3065,male,yes
37,892,no_checking,Metro,outstanding_credit,2,1,greater_7,1,500_to_1000,yes,own,4,bank,unskilled,5821,32,other,none,car_other,No Risk,5327,male,none
46,749,no_checking,Metro,outstanding_credit,5,1,greater_7,2,500_to_1000,yes,free,5,none,management_self-employed,9724,32,other,none,car_other,Risk,4550,male,yes
57,700,no_checking,Metro,outstanding_credit,5,2,4_to_7,2,500_to_1000,yes,free,4,none,skilled,9727,32,other,guarantor,car_other,Risk,3254,male,yes
61,877,no_checking,Non-Metro,outstanding_credit,5,1,greater_7,2,100_to_500,yes,free,6,none,management_self-employed,10292,32,other,co-applicant,car_other,Risk,4746,male,yes
50,892,no_checking,Metro,outstanding_credit,4,2,4_to_7,2,500_to_1000,yes,free,5,none,management_self-employed,8827,32,radio_tv,co-applicant,unknown,Risk,4972,male,yes
52,837,no_checking,Metro,outstanding_credit,5,1,1_to_4,2,unknown,yes,own,4,stores,unskilled,5126,32,repairs,guarantor,unknown,No Risk,5813,male,yes
32,714,no_checking,Non-Metro,outstanding_credit,3,2,greater_7,1,greater_1000,yes,own,4,none,skilled,5606,32,repairs,co-applicant,car_other,Risk,4429,male,yes
44,738,no_checking,Non-Metro,outstanding_credit,5,1,greater_7,2,500_to_1000,yes,free,5,none,management_self-employed,5613,32,repairs,co-applicant,car_other,Risk,4367,male,yes
47,749,no_checking,Metro,outstanding_credit,5,2,greater_7,3,unknown,yes,own,5,stores,unskilled,6169,32,repairs,co-applicant,unknown,Risk,4276,female,yes
31,708,no_checking,Non-Metro,outstanding_credit,3,1,greater_7,1,500_to_1000,yes,free,5,none,management_self-employed,6172,32,repairs,co-applicant,unknown,Risk,3093,male,yes
48,718,no_checking,Non-Metro,outstanding_credit,4,2,greater_7,2,unknown,yes,free,5,none,management_self-employed,6331,32,repairs,co-applicant,car_other,Risk,3734,male,yes
56,729,no_checking,Non-Metro,outstanding_credit,3,1,greater_7,2,500_to_1000,yes,free,4,none,skilled,6954,32,repairs,co-applicant,unknown,Risk,3748,male,yes
52,708,no_checking,Non-Metro,outstanding_credit,3,2,greater_7,2,greater_1000,no,free,5,stores,unskilled,7360,32,repairs,none,unknown,Risk,3392,male,yes
52,730,no_checking,Metro,outstanding_credit,4,1,greater_7,2,500_to_1000,yes,free,4,none,skilled,7418,32,repairs,co-applicant,unknown,Risk,3394,male,yes
