CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk,Salary,City,CIBIL
less_0,8,credits_paid_to_date,car_new,2050,less_100,less_1,2,female,none,2,savings_insurance,31,none,own,1,skilled,1,none,yes,No Risk,5038,Non-Metro,857
no_checking,15,outstanding_credit,radio_tv,5563,100_to_500,1_to_4,3,male,guarantor,4,car_other,47,none,free,2,skilled,1,yes,yes,Risk,7251,Metro,721
0_to_200,16,credits_paid_to_date,car_new,1985,100_to_500,4_to_7,2,female,none,3,real_estate,34,none,rent,1,skilled,1,none,yes,No Risk,7688,Metro,852
no_checking,8,credits_paid_to_date,vacation,2375,less_100,less_1,3,female,none,2,real_estate,32,none,own,1,management_self-employed,1,none,yes,No Risk,3420,Non-Metro,850
0_to_200,14,credits_paid_to_date,car_new,1181,less_100,4_to_7,3,female,none,2,savings_insurance,35,none,own,1,skilled,1,none,yes,No Risk,6167,Non-Metro,807
less_0,6,prior_payments_delayed,car_new,2074,less_100,less_1,2,male,none,3,savings_insurance,30,none,rent,1,skilled,1,none,yes,No Risk,3709,Non-Metro,880
no_checking,33,outstanding_credit,retraining,8896,500_to_1000,4_to_7,5,male,none,3,unknown,55,none,free,2,management_self-employed,1,yes,yes,Risk,6702,Metro,749
no_checking,25,outstanding_credit,appliances,6809,unknown,1_to_4,4,male,none,5,car_other,38,none,own,2,management_self-employed,1,yes,yes,No Risk,7396,Metro,721
0_to_200,21,all_credits_paid_back,car_new,3560,less_100,less_1,2,female,none,3,real_estate,24,none,rent,2,skilled,1,none,yes,No Risk,6539,Metro,818
0_to_200,17,credits_paid_to_date,furniture,250,100_to_500,4_to_7,3,male,none,2,savings_insurance,36,none,own,1,skilled,1,none,yes,No Risk,5706,Non-Metro,870
0_to_200,17,prior_payments_delayed,furniture,1530,100_to_500,1_to_4,2,male,none,2,savings_insurance,34,none,own,2,skilled,1,yes,yes,No Risk,4538,Metro,736
no_checking,19,outstanding_credit,appliances,9347,100_to_500,greater_7,4,male,co-applicant,5,car_other,61,none,free,3,management_self-employed,2,yes,yes,Risk,3997,Metro,705
less_0,15,credits_paid_to_date,car_used,2053,less_100,4_to_7,3,male,none,2,savings_insurance,31,none,own,1,skilled,1,none,yes,No Risk,5435,Metro,733
0_to_200,17,prior_payments_delayed,furniture,2505,greater_1000,greater_7,4,male,none,3,savings_insurance,28,none,rent,1,skilled,2,yes,yes,No Risk,3546,Metro,853
no_checking,38,prior_payments_delayed,appliances,6498,unknown,4_to_7,4,male,none,4,car_other,39,none,own,2,skilled,1,none,yes,Risk,4096,Non-Metro,728
no_checking,32,prior_payments_delayed,radio_tv,8739,100_to_500,4_to_7,5,male,none,5,car_other,43,none,free,2,management_self-employed,1,none,yes,Risk,3733,Non-Metro,746
no_checking,38,outstanding_credit,vacation,7397,unknown,greater_7,5,male,co-applicant,4,unknown,55,none,free,3,skilled,2,yes,yes,Risk,3285,Metro,702
no_checking,20,credits_paid_to_date,radio_tv,4480,100_to_500,1_to_4,4,male,none,4,car_other,43,stores,own,2,unskilled,1,yes,yes,No Risk,3440,Metro,832
no_checking,25,prior_payments_delayed,radio_tv,6666,100_to_500,greater_7,5,male,none,4,savings_insurance,48,none,free,2,management_self-employed,1,none,yes,Risk,7593,Metro,833
0_to_200,36,outstanding_credit,repairs,4115,unknown,greater_7,4,male,guarantor,4,unknown,41,stores,free,2,unskilled,1,yes,yes,No Risk,7240,Metro,706
no_checking,32,outstanding_credit,other,6098,500_to_1000,greater_7,4,male,none,3,unknown,51,none,free,2,skilled,2,yes,yes,Risk,4076,Non-Metro,722
no_checking,19,outstanding_credit,education,4597,100_to_500,4_to_7,3,male,none,4,unknown,30,none,own,2,skilled,1,yes,yes,No Risk,5910,Non-Metro,819
less_0,17,credits_paid_to_date,car_new,743,less_100,less_1,2,female,none,2,car_other,28,none,own,1,skilled,1,none,yes,No Risk,3243,Metro,723
less_0,8,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,3,real_estate,20,none,own,1,skilled,1,none,yes,No Risk,4761,Metro,724
less_0,17,credits_paid_to_date,car_new,1234,less_100,less_1,1,female,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,3146,Non-Metro,733
no_checking,35,prior_payments_delayed,radio_tv,2804,500_to_1000,1_to_4,4,male,co-applicant,5,car_other,31,none,own,2,skilled,1,yes,yes,No Risk,5515,Non-Metro,834
no_checking,30,prior_payments_delayed,car_used,4466,100_to_500,greater_7,4,male,none,3,savings_insurance,47,none,free,1,skilled,1,yes,yes,Risk,3230,Non-Metro,720
no_checking,44,outstanding_credit,radio_tv,4263,greater_1000,4_to_7,3,male,co-applicant,3,car_other,43,none,own,1,skilled,1,none,yes,Risk,4279,Non-Metro,710
greater_200,20,outstanding_credit,appliances,4133,unknown,4_to_7,4,male,none,3,unknown,43,none,own,3,skilled,2,yes,yes,No Risk,6671,Non-Metro,803
greater_200,19,credits_paid_to_date,car_new,1549,500_to_1000,1_to_4,2,male,none,3,savings_insurance,28,none,own,1,skilled,1,yes,yes,No Risk,3206,Non-Metro,816
0_to_200,13,credits_paid_to_date,car_new,5131,less_100,less_1,3,male,none,3,savings_insurance,35,none,rent,1,management_self-employed,1,none,yes,No Risk,5480,Metro,853
greater_200,35,outstanding_credit,radio_tv,3838,500_to_1000,1_to_4,3,female,none,2,car_other,34,stores,own,1,unskilled,1,yes,yes,No Risk,6898,Metro,715
less_0,25,credits_paid_to_date,furniture,1965,less_100,4_to_7,3,female,none,3,car_other,28,stores,own,1,skilled,1,none,yes,No Risk,7000,Metro,744
greater_200,28,all_credits_paid_back,furniture,2140,greater_1000,less_1,2,male,none,3,savings_insurance,31,none,rent,1,skilled,1,none,yes,No Risk,4874,Metro,811
0_to_200,14,credits_paid_to_date,furniture,3608,less_100,less_1,3,female,none,1,real_estate,22,none,own,1,management_self-employed,1,none,yes,No Risk,4154,Non-Metro,810
greater_200,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,male,none,2,savings_insurance,28,stores,own,1,skilled,1,none,yes,No Risk,6324,Metro,852
no_checking,25,prior_payments_delayed,car_used,5863,100_to_500,1_to_4,3,male,none,4,car_other,43,none,own,1,management_self-employed,1,none,yes,No Risk,5031,Non-Metro,827
less_0,4,credits_paid_to_date,radio_tv,2952,less_100,less_1,1,female,none,1,real_estate,25,none,rent,1,skilled,1,none,yes,No Risk,6726,Non-Metro,878
greater_200,19,credits_paid_to_date,radio_tv,4379,less_100,4_to_7,4,female,none,2,car_other,38,none,own,2,skilled,1,none,yes,No Risk,4952,Non-Metro,730
no_checking,25,outstanding_credit,furniture,3911,500_to_1000,4_to_7,4,male,none,3,car_other,44,none,own,2,skilled,1,yes,yes,Risk,4823,Metro,710
no_checking,33,outstanding_credit,furniture,7876,unknown,greater_7,4,male,co-applicant,4,car_other,49,none,free,2,skilled,2,yes,yes,Risk,4498,Non-Metro,725
0_to_200,25,credits_paid_to_date,car_used,3140,less_100,4_to_7,3,female,none,2,car_other,32,none,own,1,skilled,1,none,yes,No Risk,5517,Metro,741
no_checking,34,prior_payments_delayed,appliances,4819,unknown,1_to_4,3,male,none,2,savings_insurance,49,none,own,2,skilled,1,none,yes,No Risk,5132,Metro,831
0_to_200,24,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,1,car_other,30,stores,own,1,skilled,1,none,yes,No Risk,5868,Metro,706
less_0,21,credits_paid_to_date,appliances,6862,less_100,1_to_4,3,male,none,1,car_other,29,none,free,2,skilled,1,none,yes,No Risk,3684,Metro,815
0_to_200,31,prior_payments_delayed,car_used,1995,100_to_500,1_to_4,2,female,none,3,car_other,22,stores,own,1,unskilled,1,yes,yes,No Risk,6297,Metro,800
less_0,14,credits_paid_to_date,furniture,2440,less_100,less_1,3,female,none,2,real_estate,36,bank,rent,2,unskilled,1,yes,yes,No Risk,4528,Non-Metro,812
less_0,4,no_credits,car_new,250,less_100,unemployed,1,female,none,1,real_estate,27,bank,rent,1,unemployed,1,none,yes,No Risk,7757,Metro,835
no_checking,31,prior_payments_delayed,car_used,5477,unknown,1_to_4,4,male,none,3,savings_insurance,42,none,free,2,management_self-employed,1,yes,yes,No Risk,7296,Metro,853
no_checking,50,outstanding_credit,education,7986,unknown,greater_7,4,male,co-applicant,4,unknown,45,stores,free,2,unskilled,1,yes,yes,Risk,3208,Metro,801
no_checking,26,prior_payments_delayed,appliances,5444,greater_1000,1_to_4,4,male,none,3,car_other,38,stores,own,2,unskilled,2,yes,yes,No Risk,5592,Non-Metro,706
no_checking,8,credits_paid_to_date,furniture,2934,less_100,unemployed,3,female,co-applicant,3,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk,5140,Metro,727
no_checking,31,outstanding_credit,appliances,6277,greater_1000,greater_7,4,male,none,3,savings_insurance,46,none,own,2,skilled,1,none,yes,Risk,4648,Non-Metro,727
0_to_200,4,all_credits_paid_back,car_used,1024,less_100,1_to_4,3,female,none,3,real_estate,43,none,own,2,management_self-employed,1,yes,yes,No Risk,3953,Metro,835
less_0,17,credits_paid_to_date,vacation,3573,less_100,1_to_4,3,male,none,1,real_estate,40,none,own,2,skilled,1,none,yes,No Risk,4662,Metro,725
no_checking,28,outstanding_credit,appliances,4471,greater_1000,greater_7,5,male,none,5,savings_insurance,52,none,own,2,skilled,1,yes,yes,Risk,5430,Non-Metro,867
less_0,37,credits_paid_to_date,radio_tv,2103,100_to_500,less_1,2,male,none,3,car_other,29,stores,own,2,unskilled,1,yes,yes,No Risk,5169,Metro,712
0_to_200,25,credits_paid_to_date,car_used,1233,less_100,1_to_4,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,7536,Metro,836
less_0,13,all_credits_paid_back,car_new,1631,500_to_1000,1_to_4,2,male,none,2,savings_insurance,32,bank,rent,2,unemployed,2,yes,yes,No Risk,7069,Non-Metro,854
greater_200,11,prior_payments_delayed,car_new,250,100_to_500,4_to_7,2,male,none,3,real_estate,27,none,own,1,skilled,1,none,yes,No Risk,6141,Metro,740
0_to_200,14,credits_paid_to_date,car_new,2422,less_100,less_1,1,male,none,1,savings_insurance,33,stores,own,1,skilled,1,none,yes,No Risk,6505,Metro,807
less_0,12,all_credits_paid_back,vacation,985,less_100,4_to_7,3,male,none,1,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk,7035,Non-Metro,868
0_to_200,14,credits_paid_to_date,car_new,4161,500_to_1000,greater_7,4,male,none,4,car_other,45,none,rent,1,skilled,2,yes,yes,No Risk,6953,Non-Metro,861
no_checking,8,all_credits_paid_back,car_used,3577,less_100,1_to_4,3,female,none,2,savings_insurance,46,none,own,1,management_self-employed,1,none,no,No Risk,3233,Non-Metro,879
no_checking,35,prior_payments_delayed,furniture,4958,500_to_1000,4_to_7,4,male,none,4,savings_insurance,42,none,free,2,management_self-employed,1,yes,yes,No Risk,7250,Non-Metro,887
less_0,20,all_credits_paid_back,car_used,250,500_to_1000,less_1,2,female,none,2,real_estate,19,bank,rent,1,unskilled,1,none,yes,No Risk,5448,Non-Metro,743
no_checking,27,prior_payments_delayed,appliances,5284,unknown,1_to_4,3,male,none,3,savings_insurance,40,none,own,2,skilled,1,none,yes,No Risk,6373,Metro,864
0_to_200,4,prior_payments_delayed,car_new,2396,less_100,4_to_7,3,female,none,1,car_other,43,none,own,2,skilled,1,none,yes,No Risk,6816,Non-Metro,853
no_checking,27,outstanding_credit,radio_tv,6157,500_to_1000,4_to_7,4,male,none,5,unknown,67,stores,free,2,unskilled,2,yes,yes,Risk,3820,Non-Metro,721
0_to_200,5,all_credits_paid_back,car_used,250,less_100,less_1,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,5079,Non-Metro,842
no_checking,24,prior_payments_delayed,car_used,4843,100_to_500,1_to_4,3,male,none,2,savings_insurance,38,none,own,1,skilled,1,yes,yes,No Risk,4676,Metro,871
0_to_200,5,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,3,real_estate,25,stores,rent,1,unskilled,1,none,yes,No Risk,6920,Non-Metro,896
no_checking,24,prior_payments_delayed,radio_tv,4728,greater_1000,4_to_7,4,male,none,3,car_other,57,none,own,2,management_self-employed,2,yes,yes,Risk,4756,Non-Metro,702
greater_200,27,credits_paid_to_date,car_used,667,100_to_500,less_1,3,male,none,4,real_estate,25,bank,own,1,unskilled,1,yes,yes,No Risk,7866,Non-Metro,720
less_0,28,credits_paid_to_date,car_new,2641,less_100,1_to_4,3,male,none,2,real_estate,22,bank,rent,2,unskilled,1,none,yes,No Risk,5988,Non-Metro,737
less_0,12,prior_payments_delayed,repairs,250,less_100,1_to_4,2,female,none,3,savings_insurance,26,none,own,1,skilled,1,yes,yes,No Risk,3813,Metro,805
0_to_200,14,prior_payments_delayed,business,4162,500_to_1000,greater_7,4,male,co-applicant,2,savings_insurance,45,none,own,2,skilled,1,yes,yes,No Risk,4965,Non-Metro,898
greater_200,22,outstanding_credit,radio_tv,2274,100_to_500,4_to_7,2,male,none,2,car_other,39,none,own,1,skilled,1,none,yes,No Risk,3820,Metro,837
greater_200,29,prior_payments_delayed,appliances,4105,100_to_500,1_to_4,3,female,none,2,car_other,39,none,own,1,skilled,1,yes,yes,No Risk,6284,Metro,709
0_to_200,16,prior_payments_delayed,furniture,2073,100_to_500,4_to_7,3,female,none,3,car_other,31,bank,own,1,unemployed,1,none,yes,No Risk,5128,Metro,850
less_0,11,all_credits_paid_back,radio_tv,630,less_100,1_to_4,2,female,none,2,savings_insurance,37,none,own,1,skilled,1,none,yes,No Risk,7284,Metro,812
no_checking,30,prior_payments_delayed,appliances,2699,100_to_500,greater_7,3,male,none,3,savings_insurance,43,none,own,1,skilled,1,none,yes,No Risk,5101,Metro,702
0_to_200,24,credits_paid_to_date,furniture,4772,less_100,4_to_7,4,male,none,4,unknown,37,bank,own,2,unskilled,1,none,yes,No Risk,4501,Non-Metro,851
less_0,5,no_credits,car_used,1162,less_100,1_to_4,2,male,none,1,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,5467,Metro,855
less_0,9,all_credits_paid_back,education,1279,less_100,less_1,1,male,none,1,savings_insurance,33,stores,rent,1,skilled,1,none,yes,No Risk,3482,Metro,895
greater_200,18,outstanding_credit,radio_tv,4675,500_to_1000,4_to_7,4,male,none,4,unknown,29,none,own,1,skilled,1,none,yes,No Risk,4008,Metro,843
0_to_200,22,credits_paid_to_date,car_used,5801,less_100,1_to_4,3,male,none,2,savings_insurance,29,none,own,2,skilled,2,yes,yes,No Risk,3676,Metro,835
0_to_200,7,credits_paid_to_date,car_used,308,less_100,4_to_7,2,male,none,2,savings_insurance,37,stores,own,1,unskilled,1,none,yes,No Risk,7595,Non-Metro,865
less_0,9,all_credits_paid_back,car_new,272,less_100,1_to_4,2,male,none,2,car_other,34,none,own,1,skilled,1,none,yes,No Risk,4707,Metro,731
less_0,11,all_credits_paid_back,car_new,250,500_to_1000,4_to_7,2,female,none,2,real_estate,33,stores,rent,1,skilled,1,none,yes,No Risk,4512,Metro,889
less_0,23,credits_paid_to_date,radio_tv,3501,500_to_1000,less_1,3,male,none,2,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,7144,Non-Metro,810
no_checking,22,prior_payments_delayed,car_used,1502,unknown,4_to_7,3,male,co-applicant,3,car_other,48,none,own,2,skilled,1,yes,yes,Risk,3590,Non-Metro,704
no_checking,27,outstanding_credit,furniture,6694,greater_1000,4_to_7,5,male,none,5,unknown,55,none,free,2,skilled,1,yes,yes,Risk,3085,Non-Metro,727
no_checking,24,prior_payments_delayed,car_used,6796,100_to_500,1_to_4,2,male,none,2,car_other,46,stores,rent,2,unskilled,1,none,yes,No Risk,5110,Non-Metro,819
less_0,23,credits_paid_to_date,radio_tv,970,less_100,4_to_7,2,male,none,2,real_estate,26,stores,own,1,skilled,1,none,yes,No Risk,3876,Non-Metro,716
less_0,13,all_credits_paid_back,appliances,3088,less_100,4_to_7,3,female,none,1,car_other,31,none,own,1,skilled,1,none,yes,No Risk,5757,Metro,729
less_0,22,prior_payments_delayed,radio_tv,5054,less_100,less_1,3,male,co-applicant,2,car_other,35,none,own,1,skilled,1,none,yes,No Risk,7682,Metro,871
0_to_200,14,all_credits_paid_back,furniture,431,less_100,1_to_4,3,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,7950,Non-Metro,898
0_to_200,38,prior_payments_delayed,furniture,4303,100_to_500,1_to_4,2,male,none,3,savings_insurance,39,none,own,1,skilled,1,none,yes,No Risk,6834,Non-Metro,718
0_to_200,14,prior_payments_delayed,furniture,3361,greater_1000,1_to_4,3,female,none,3,car_other,25,none,own,1,skilled,1,none,no,No Risk,6940,Metro,717
0_to_200,18,credits_paid_to_date,retraining,6670,500_to_1000,1_to_4,4,female,none,3,car_other,38,stores,own,2,unskilled,2,none,yes,No Risk,7599,Metro,830
less_0,20,credits_paid_to_date,car_new,250,500_to_1000,1_to_4,2,female,none,3,real_estate,46,stores,rent,1,skilled,1,none,yes,No Risk,5418,Metro,894
no_checking,35,outstanding_credit,other,8397,500_to_1000,4_to_7,5,male,none,3,unknown,39,stores,free,2,unskilled,2,yes,yes,Risk,3838,Non-Metro,866
0_to_200,10,no_credits,car_new,336,less_100,less_1,2,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,5371,Metro,710
no_checking,40,prior_payments_delayed,education,8391,500_to_1000,greater_7,5,male,co-applicant,4,car_other,47,none,free,2,skilled,2,yes,yes,Risk,4449,Non-Metro,735
no_checking,14,credits_paid_to_date,car_new,2400,100_to_500,4_to_7,4,female,none,4,savings_insurance,38,none,own,1,skilled,1,none,yes,No Risk,7289,Non-Metro,872
no_checking,32,outstanding_credit,appliances,6391,unknown,4_to_7,5,male,none,4,savings_insurance,52,none,own,2,management_self-employed,2,yes,yes,Risk,3555,Non-Metro,742
no_checking,19,outstanding_credit,car_used,9908,100_to_500,4_to_7,5,male,co-applicant,4,car_other,42,none,free,2,management_self-employed,1,none,yes,Risk,4189,Non-Metro,728
0_to_200,17,credits_paid_to_date,car_used,5195,less_100,1_to_4,3,male,none,4,savings_insurance,30,none,own,2,management_self-employed,2,none,yes,No Risk,5318,Metro,814
0_to_200,11,prior_payments_delayed,radio_tv,250,less_100,4_to_7,2,male,none,2,savings_insurance,34,none,own,1,skilled,1,none,yes,No Risk,5079,Metro,705
0_to_200,30,credits_paid_to_date,appliances,3059,500_to_1000,greater_7,4,male,guarantor,4,savings_insurance,39,none,free,1,skilled,1,yes,yes,No Risk,6725,Metro,702
no_checking,34,outstanding_credit,appliances,6804,greater_1000,greater_7,5,male,co-applicant,3,unknown,51,none,free,2,skilled,2,yes,yes,Risk,3477,Non-Metro,887
less_0,14,prior_payments_delayed,radio_tv,1491,500_to_1000,less_1,2,male,none,2,real_estate,22,none,rent,1,skilled,1,none,yes,No Risk,7422,Non-Metro,856
greater_200,31,prior_payments_delayed,appliances,2497,unknown,4_to_7,4,male,none,4,car_other,26,none,own,1,skilled,1,none,yes,No Risk,4722,Metro,830
no_checking,32,outstanding_credit,vacation,7208,500_to_1000,greater_7,5,male,none,5,unknown,50,none,own,1,skilled,1,none,yes,Risk,4516,Non-Metro,701
no_checking,27,prior_payments_delayed,appliances,2731,500_to_1000,less_1,3,female,co-applicant,3,savings_insurance,36,none,free,1,skilled,1,yes,yes,No Risk,3675,Metro,743
0_to_200,26,credits_paid_to_date,car_new,2941,100_to_500,4_to_7,3,male,none,2,car_other,38,none,own,1,skilled,1,none,yes,No Risk,5396,Metro,830
greater_200,22,credits_paid_to_date,radio_tv,1142,100_to_500,1_to_4,3,male,none,2,real_estate,38,none,own,1,skilled,1,yes,yes,No Risk,6802,Non-Metro,866
no_checking,33,all_credits_paid_back,car_used,5631,100_to_500,4_to_7,4,male,none,3,car_other,41,none,own,1,skilled,1,none,yes,No Risk,6495,Metro,747
0_to_200,4,prior_payments_delayed,car_used,4107,less_100,less_1,3,male,none,2,car_other,37,none,own,1,management_self-employed,1,yes,yes,No Risk,3292,Non-Metro,880
0_to_200,30,prior_payments_delayed,car_used,6255,100_to_500,4_to_7,3,male,none,4,unknown,48,none,own,3,skilled,2,yes,yes,Risk,4538,Non-Metro,898
less_0,29,credits_paid_to_date,car_used,250,greater_1000,4_to_7,3,male,none,1,real_estate,28,stores,own,2,skilled,2,yes,no,No Risk,5563,Non-Metro,876
0_to_200,20,prior_payments_delayed,car_used,5318,less_100,1_to_4,3,male,none,4,car_other,36,none,own,2,management_self-employed,1,none,yes,No Risk,7829,Metro,822
no_checking,19,credits_paid_to_date,car_new,895,100_to_500,1_to_4,2,male,none,2,real_estate,34,none,own,1,skilled,2,none,yes,No Risk,6511,Metro,843
less_0,12,prior_payments_delayed,furniture,602,less_100,1_to_4,3,male,none,2,real_estate,30,bank,own,1,unskilled,1,none,yes,No Risk,4717,Metro,884
0_to_200,4,prior_payments_delayed,car_used,250,100_to_500,1_to_4,1,male,co-applicant,2,car_other,32,bank,rent,1,unemployed,1,yes,yes,No Risk,5189,Metro,732
no_checking,38,credits_paid_to_date,appliances,5676,500_to_1000,4_to_7,3,male,none,4,savings_insurance,42,none,own,2,skilled,1,none,yes,No Risk,5013,Metro,814
0_to_200,6,all_credits_paid_back,education,1791,100_to_500,1_to_4,2,male,none,1,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk,7557,Non-Metro,721
no_checking,34,prior_payments_delayed,radio_tv,7222,100_to_500,1_to_4,4,female,none,4,savings_insurance,41,none,own,1,skilled,1,yes,yes,No Risk,5412,Metro,814
less_0,16,prior_payments_delayed,radio_tv,2632,greater_1000,greater_7,4,male,none,3,unknown,34,none,rent,2,skilled,1,none,yes,No Risk,4381,Metro,714
0_to_200,19,credits_paid_to_date,furniture,6743,100_to_500,1_to_4,4,female,none,4,car_other,36,none,own,2,skilled,1,none,no,No Risk,3149,Non-Metro,891
no_checking,30,outstanding_credit,furniture,4872,500_to_1000,greater_7,5,male,co-applicant,5,car_other,50,none,own,2,skilled,2,yes,yes,Risk,4912,Non-Metro,850
no_checking,30,prior_payments_delayed,other,8675,greater_1000,1_to_4,4,male,none,3,car_other,43,stores,own,2,unskilled,1,none,yes,No Risk,6886,Metro,828
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk,7177,Metro,814
0_to_200,16,credits_paid_to_date,car_used,1409,less_100,4_to_7,3,male,none,2,real_estate,27,none,own,1,skilled,1,none,yes,No Risk,3603,Metro,884
no_checking,19,credits_paid_to_date,car_new,3221,100_to_500,1_to_4,3,male,none,4,savings_insurance,31,none,own,2,skilled,2,yes,yes,No Risk,6695,Metro,871
greater_200,21,credits_paid_to_date,repairs,3313,less_100,1_to_4,3,female,none,2,car_other,39,none,own,1,skilled,1,none,yes,No Risk,7704,Non-Metro,855
less_0,12,credits_paid_to_date,furniture,3348,less_100,4_to_7,2,female,none,1,unknown,31,stores,rent,1,skilled,1,none,yes,No Risk,4073,Non-Metro,742
less_0,24,credits_paid_to_date,business,2291,less_100,4_to_7,3,male,none,2,car_other,26,none,own,1,skilled,1,yes,yes,No Risk,7344,Metro,858
greater_200,41,prior_payments_delayed,repairs,4526,500_to_1000,greater_7,5,male,co-applicant,3,savings_insurance,28,none,own,1,skilled,1,yes,yes,No Risk,3069,Non-Metro,807
no_checking,31,prior_payments_delayed,radio_tv,4540,unknown,greater_7,5,male,guarantor,5,savings_insurance,58,none,own,2,skilled,1,yes,yes,Risk,7988,Non-Metro,732
0_to_200,24,credits_paid_to_date,furniture,250,less_100,4_to_7,2,male,none,3,savings_insurance,28,bank,rent,1,unemployed,1,none,yes,No Risk,4835,Non-Metro,703
no_checking,43,credits_paid_to_date,appliances,6469,unknown,4_to_7,4,male,none,5,car_other,45,stores,rent,2,unskilled,2,yes,yes,Risk,5240,Non-Metro,705
no_checking,9,credits_paid_to_date,vacation,4429,less_100,1_to_4,3,male,none,4,savings_insurance,33,none,own,2,skilled,2,yes,yes,No Risk,7087,Non-Metro,809
greater_200,20,credits_paid_to_date,car_new,4136,100_to_500,4_to_7,3,female,none,2,savings_insurance,34,none,own,2,skilled,2,none,yes,No Risk,5149,Non-Metro,800
less_0,10,all_credits_paid_back,appliances,472,100_to_500,less_1,2,female,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,4190,Metro,858
no_checking,41,prior_payments_delayed,radio_tv,6218,unknown,4_to_7,4,male,co-applicant,4,car_other,38,stores,own,2,skilled,2,yes,yes,Risk,3419,Non-Metro,702
0_to_200,21,credits_paid_to_date,business,994,less_100,1_to_4,3,female,none,3,savings_insurance,25,none,own,2,skilled,2,none,yes,No Risk,4643,Metro,832
no_checking,29,outstanding_credit,education,5658,500_to_1000,greater_7,4,male,co-applicant,4,unknown,47,bank,own,3,unemployed,2,yes,yes,Risk,4761,Metro,894
less_0,4,credits_paid_to_date,car_used,2543,less_100,unemployed,2,male,co-applicant,3,savings_insurance,32,none,rent,1,skilled,1,none,yes,No Risk,5587,Metro,872
greater_200,20,credits_paid_to_date,furniture,6521,less_100,1_to_4,4,female,none,4,car_other,41,stores,own,1,unskilled,1,none,yes,No Risk,5362,Metro,736
less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,male,none,1,real_estate,19,bank,rent,1,unskilled,1,none,yes,No Risk,7712,Metro,858
0_to_200,20,credits_paid_to_date,car_new,3213,500_to_1000,less_1,2,female,none,3,car_other,36,none,own,1,skilled,1,none,yes,No Risk,3541,Metro,813
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,2,female,none,2,real_estate,25,none,rent,1,skilled,1,none,yes,No Risk,6405,Metro,724
no_checking,31,prior_payments_delayed,furniture,5731,unknown,1_to_4,4,male,none,5,unknown,44,none,own,2,skilled,2,yes,yes,No Risk,7743,Metro,860
less_0,19,credits_paid_to_date,radio_tv,2066,less_100,1_to_4,3,male,none,3,car_other,20,stores,own,1,unskilled,1,none,yes,No Risk,5477,Non-Metro,875
no_checking,35,prior_payments_delayed,radio_tv,4874,500_to_1000,4_to_7,4,male,none,5,unknown,44,none,free,2,skilled,1,yes,yes,Risk,3258,Non-Metro,828
no_checking,43,prior_payments_delayed,repairs,3819,500_to_1000,4_to_7,3,male,guarantor,3,savings_insurance,49,none,free,1,skilled,1,yes,yes,Risk,6333,Non-Metro,738
less_0,17,credits_paid_to_date,car_new,479,500_to_1000,4_to_7,3,male,none,1,savings_insurance,28,stores,rent,2,unskilled,2,yes,yes,No Risk,5828,Metro,709
greater_200,6,credits_paid_to_date,appliances,7083,less_100,4_to_7,4,male,none,4,car_other,26,none,own,1,management_self-employed,1,none,yes,No Risk,5333,Metro,835
no_checking,25,outstanding_credit,radio_tv,7262,500_to_1000,4_to_7,5,male,none,3,car_other,55,stores,free,2,unskilled,1,yes,yes,Risk,3223,Non-Metro,705
less_0,20,credits_paid_to_date,furniture,454,less_100,less_1,2,male,none,2,real_estate,26,none,own,1,skilled,1,none,yes,No Risk,3904,Non-Metro,812
no_checking,47,credits_paid_to_date,other,8747,500_to_1000,greater_7,5,male,none,5,unknown,49,none,free,3,skilled,1,yes,yes,Risk,3967,Metro,818
less_0,23,credits_paid_to_date,car_used,3454,100_to_500,4_to_7,3,male,none,3,savings_insurance,24,none,rent,2,skilled,1,none,yes,No Risk,7967,Metro,730
less_0,15,prior_payments_delayed,radio_tv,924,less_100,4_to_7,3,female,none,2,car_other,35,stores,own,1,skilled,1,none,yes,No Risk,5839,Non-Metro,847
